id,hsk_level,chinese,pinyin,english,myanmar,example_sentence_cn,example_sentence_pinyin,example_sentence_eng,example_sentence_my,related words
809,2,卡,kǎ,card,ကတ် / ကဒ်,请给我一张银行卡。｜我忘记带公交卡了。｜这张卡不能用了。｜我需要一张会员卡。｜请把卡给我。,Qǐng gěi wǒ yì zhāng yínhángkǎ.｜Wǒ wàngjì dài gōngjiāo kǎ le.｜Zhè zhāng kǎ bù néng yòng le.｜Wǒ xūyào yì zhāng huìyuán kǎ.｜Qǐng bǎ kǎ gěi wǒ.,Please give me a bank card.｜I forgot to bring my bus card.｜This card doesn't work anymore.｜I need a membership card.｜Please give me the card.,ဘဏ်ကတ်တစ်ကတ် ပေးပါ။｜ဘတ်စ်ကားကတ် ယူလာဖို့ မေ့သွားတယ်။｜ဒီကတ် သုံးလို့မရတော့ဘူး။｜ကျွန်တော် အသင်းဝင်ကတ်တစ်ကတ် လိုတယ်။｜ကတ်ကို ကျွန်တော့်ကို ပေးပါ။,卡片 (kǎpiàn) — ကတ်ပြား｜银行卡 (yínhángkǎ) — ဘဏ်ကတ်｜公交卡 (gōngjiāo kǎ) — ဘတ်စ်ကားကတ်｜会员卡 (huìyuán kǎ) — အသင်းဝင်ကတ်｜信用卡 (xìnyòngkǎ) — ခရက်ဒစ်ကတ်
810,2,开机,kāi jī,starting up,စက်ဖွင့်သည်,我每天早上开机。｜请先开机。｜电脑还没有开机。｜他正在开机。｜开机以后请打开这个软件。,Wǒ měitiān zǎoshang kāijī.｜Qǐng xiān kāijī.｜Diànnǎo hái méiyǒu kāijī.｜Tā zhèngzài kāijī.｜Kāijī yǐhòu qǐng dǎkāi zhège ruǎnjiàn.,"I turn on the computer every morning.｜Please turn it on first.｜The computer is not turned on yet.｜He is turning it on.｜After turning it on, please open this software.",နေ့တိုင်းမနက်မှာ ကွန်ပျူတာဖွင့်တယ်။｜အရင်ဆုံး စက်ဖွင့်ပါ။｜ကွန်ပျူတာက မဖွင့်ရသေးဘူး။｜သူ စက်ဖွင့်နေတယ်။｜စက်ဖွင့်ပြီးရင် ဒီဆော့ဖ်ဝဲကို ဖွင့်ပါ။,开关机 (kāiguān jī) — စက်ဖွင့်/ပိတ်ခြင်း｜开电脑 (kāi diànnǎo) — ကွန်ပျူတာဖွင့်သည်｜电脑 (diànnǎo) — ကွန်ပျူတာ｜打开 (dǎkāi) — ဖွင့်သည်｜关机 (guānjī) — စက်ပိတ်သည်
811,2,开心,kāixīn,Happy,ပျော်ရွှင်သည်,今天我很开心。｜看到你我很开心。｜孩子们玩得很开心。｜她开心地笑了。｜希望你每天都开心。,Jīntiān wǒ hěn kāixīn.｜Kàndào nǐ wǒ hěn kāixīn.｜Háizimen wán de hěn kāixīn.｜Tā kāixīn de xiào le.｜Xīwàng nǐ měitiān dōu kāixīn.,I am very happy today.｜I am happy to see you.｜The children are having fun.｜She smiled happily.｜I hope you are happy every day.,ဒီနေ့ ကျွန်တော် အရမ်းပျော်တယ်။｜မင်းကိုတွေ့ရလို့ ကျွန်တော်ပျော်တယ်။｜ကလေးတွေ အရမ်းပျော်ပျော်ရွှင်ရွှင် ကစားနေကြတယ်။｜သူမ ပျော်ပျော်ရွှင်ရွှင် ပြုံးလိုက်တယ်။｜မင်းနေ့တိုင်း ပျော်ရွှင်ပါစေလို့ မျှော်လင့်တယ်။,高兴 (gāoxìng) — ပျော်ရွှင်သည်｜快乐 (kuàilè) — ပျော်ရွှင်မှု｜开心地 (kāixīn de) — ပျော်ပျော်ရွှင်ရွှင်｜伤心 (shāngxīn) — ဝမ်းနည်းသည်｜开心起来 (kāixīn qǐlái) — ပျော်လာသည်
812,2,开学,kāi xué,school opens; term begins,ကျောင်းဖွင့်သည်,下个月学校就要开学了。｜开学第一天我很忙。｜孩子们准备开学了。｜开学以后我要认真学习。｜新学期什么时候开学？,Xià ge yuè xuéxiào jiù yào kāixué le.｜Kāixué dì yī tiān wǒ hěn máng.｜Háizimen zhǔnbèi kāixué le.｜Kāixué yǐhòu wǒ yào rènzhēn xuéxí.｜Xīn xuéqī shénme shíhou kāixué?,School will start next month.｜I was very busy on the first day of school.｜The children are getting ready for school.｜I will study hard after school starts.｜When does the new semester start?,နောက်လမှာ ကျောင်းပြန်ဖွင့်တော့မယ်။｜ကျောင်းဖွင့်တဲ့ ပထမနေ့မှာ ကျွန်တော် အရမ်းအလုပ်များတယ်။｜ကလေးတွေ ကျောင်းဖွင့်ဖို့ ပြင်ဆင်နေကြတယ်။｜ကျောင်းဖွင့်ပြီးရင် ကျွန်တော် အလေးအနက်ထားပြီး စာလေ့လာမယ်။｜စာသင်နှစ်သစ်က ဘယ်တော့ကျောင်းဖွင့်မလဲ။,学校 (xuéxiào) — ကျောင်း｜开学日 (kāixué rì) — ကျောင်းဖွင့်ရက်｜新学期 (xīn xuéqī) — စာသင်နှစ်သစ်｜上学 (shàngxué) — ကျောင်းတက်သည်｜放假 (fàngjià) — ကျောင်းပိတ်သည်
813,2,看法,kànfǎ,view,အမြင်၊ အယူအဆ,你对这件事有什么看法？｜我的看法和你一样。｜老师听了我的看法。｜每个人都有自己的看法。｜我想听听你的看法。,Nǐ duì zhè jiàn shì yǒu shénme kànfǎ?｜Wǒ de kànfǎ hé nǐ yíyàng.｜Lǎoshī tīng le wǒ de kànfǎ.｜Měi ge rén dōu yǒu zìjǐ de kànfǎ.｜Wǒ xiǎng tīngting nǐ de kànfǎ.,What is your opinion about this matter?｜My opinion is the same as yours.｜The teacher heard my opinion.｜Everyone has their own opinion.｜I want to hear your opinion.,ဒီကိစ္စနဲ့ပတ်သက်ပြီး မင်းရဲ့အမြင်က ဘာလဲ။｜ကျွန်တော့်အမြင်က မင်းနဲ့အတူတူပဲ။｜ဆရာက ကျွန်တော့်အမြင်ကို နားထောင်ခဲ့တယ်။｜လူတိုင်းမှာ ကိုယ့်အမြင်နဲ့ကိုယ်ရှိတယ်။｜မင်းရဲ့အမြင်ကို နားထောင်ချင်တယ်။,意见 (yìjiàn) — အမြင်၊ အကြံပြုချက်｜观点 (guāndiǎn) — ရှုမြင်ချက်｜想法 (xiǎngfǎ) — အတွေးအမြင်｜意见不同 (yìjiàn bùtóng) — အမြင်မတူ｜个人看法 (gèrén kànfǎ) — ကိုယ်ပိုင်အမြင်
814,2,考生,kǎo shēng,examinee,စာမေးပွဲဖြေသူ,这些考生正在准备考试。｜考生不能迟到。｜考生都坐在教室里。｜老师正在帮助考生。｜考试结束后，考生离开了学校。,"Zhèxiē kǎoshēng zhèngzài zhǔnbèi kǎoshì.｜Kǎoshēng bù néng chídào.｜Kǎoshēng dōu zuò zài jiàoshì lǐ.｜Lǎoshī zhèngzài bāngzhù kǎoshēng.｜Kǎoshì jiéshù hòu, kǎoshēng líkāi le xuéxiào.","These examinees are preparing for the exam.｜Examinees cannot be late.｜The examinees are sitting in the classroom.｜The teacher is helping the examinees.｜After the exam, the examinees left the school.",ဒီစာမေးပွဲဖြေသူတွေ စာမေးပွဲအတွက် ပြင်ဆင်နေကြတယ်။｜စာမေးပွဲဖြေသူတွေ နောက်ကျလို့မရဘူး။｜စာမေးပွဲဖြေသူတွေ စာသင်ခန်းထဲမှာ ထိုင်နေကြတယ်။｜ဆရာက စာမေးပွဲဖြေသူတွေကို ကူညီပေးနေတယ်။｜စာမေးပွဲပြီးတော့ စာမေးပွဲဖြေသူတွေ ကျောင်းကနေ ထွက်သွားကြတယ်။,考试 (kǎoshì) — စာမေးပွဲ｜考试成绩 (kǎoshì chéngjì) — စာမေးပွဲရလဒ်｜考场 (kǎochǎng) — စာမေးပွဲခန်း｜考生证 (kǎoshēng zhèng) — စာမေးပွဲဖြေသူကတ်｜考生名单 (kǎoshēng míngdān) — စာမေးပွဲဖြေသူစာရင်း
815,2,靠,kào,lean,မှီသည်၊ အားကိုးသည်,他靠在墙上休息。｜我靠朋友的帮助完成了工作。｜别靠得太近。｜他靠着椅子坐着。｜我们不能总是靠别人。,Tā kào zài qiáng shàng xiūxi.｜Wǒ kào péngyou de bāngzhù wánchéng le gōngzuò.｜Bié kào de tài jìn.｜Tā kào zhe yǐzi zuòzhe.｜Wǒmen bù néng zǒng shì kào biérén.,He is leaning against the wall and resting.｜I completed the work with my friend's help.｜Don't stand too close.｜He is sitting against the chair.｜We cannot always rely on others.,သူ နံရံကိုမှီပြီး အနားယူနေတယ်။｜သူငယ်ချင်းရဲ့အကူအညီကို အားကိုးပြီး အလုပ်ပြီးအောင်လုပ်ခဲ့တယ်။｜အရမ်းနီးနီး မရပ်နဲ့။｜သူ ကုလားထိုင်ကိုမှီပြီး ထိုင်နေတယ်။｜ကျွန်တော်တို့ အမြဲတမ်း သူများကို အားကိုးလို့မရဘူး။,靠近 (kàojìn) — နီးကပ်သည်｜依靠 (yīkào) — အားကိုးသည်｜靠着 (kàozhe) — မှီထားသည်｜可靠 (kěkào) — ယုံကြည်အားကိုးရသည်｜靠自己 (kào zìjǐ) — ကိုယ့်ကိုယ်ကိုအားကိုးသည်
816,2,科,kē,subject; family; section,ဘာသာရပ်၊ သိပ္ပံနယ်ပယ်,我最喜欢中文这门科。｜这所学校有很多科。｜数学是一门重要的科。｜你喜欢哪一科？｜他正在学习新的科目。,Wǒ zuì xǐhuan Zhōngwén zhè mén kē.｜Zhè suǒ xuéxiào yǒu hěn duō kē.｜Shùxué shì yì mén zhòngyào de kē.｜Nǐ xǐhuan nǎ yì kē?｜Tā zhèngzài xuéxí xīn de kēmù.,I like Chinese as a subject.｜This school has many subjects.｜Math is an important subject.｜Which subject do you like?｜He is studying a new subject.,ကျွန်တော် တရုတ်စာဘာသာရပ်ကို အကြိုက်ဆုံးပဲ။｜ဒီကျောင်းမှာ ဘာသာရပ်တွေအများကြီးရှိတယ်။｜သင်္ချာက အရေးကြီးတဲ့ဘာသာရပ်တစ်ခုပါ။｜မင်း ဘယ်ဘာသာရပ်ကို ကြိုက်လဲ။｜သူ ဘာသာရပ်အသစ်တစ်ခုကို လေ့လာနေတယ်။,科目 (kēmù) — ဘာသာရပ်｜学科 (xuékē) — ပညာရပ်｜文科 (wénkē) — လူမှု/စာပေပညာရပ်｜理科 (lǐkē) — သိပ္ပံ/သင်္ချာပညာရပ်｜科系 (kēxì) — ဘာသာရပ်ဌာန
817,2,科学,kēxué,science,သိပ္ပံ,科学改变了我们的生活。｜我喜欢学习科学。｜科学家正在做实验。｜科学知识很重要。｜我们应该相信科学。,Kēxué gǎibiàn le wǒmen de shēnghuó.｜Wǒ xǐhuan xuéxí kēxué.｜Kēxuéjiā zhèngzài zuò shíyàn.｜Kēxué zhīshi hěn zhòngyào.｜Wǒmen yīnggāi xiāngxìn kēxué.,Science has changed our lives.｜I like studying science.｜The scientist is doing an experiment.｜Scientific knowledge is important.｜We should believe in science.,သိပ္ပံပညာက ကျွန်တော်တို့ဘဝကို ပြောင်းလဲစေခဲ့တယ်။｜ကျွန်တော် သိပ္ပံပညာလေ့လာရတာ ကြိုက်တယ်။｜သိပ္ပံပညာရှင်က စမ်းသပ်မှုလုပ်နေတယ်။｜သိပ္ပံဗဟုသုတက အရေးကြီးတယ်။｜ကျွန်တော်တို့ သိပ္ပံပညာကို ယုံကြည်သင့်တယ်။,科学家 (kēxuéjiā) — သိပ္ပံပညာရှင်｜科学技术 (kēxué jìshù) — သိပ္ပံနည်းပညာ｜科学知识 (kēxué zhīshi) — သိပ္ပံဗဟုသုတ｜自然科学 (zìrán kēxué) — သဘာဝသိပ္ပံ｜科学研究 (kēxué yánjiū) — သိပ္ပံသုတေသန
818,2,可爱,kě’ài,Lovely,ချစ်စရာကောင်းသည်,这个小孩儿很可爱。｜你的狗真可爱。｜她笑起来很可爱。｜这只小猫非常可爱。｜那个孩子穿得很可爱。,Zhège xiǎoháir hěn kě'ài.｜Nǐ de gǒu zhēn kě'ài.｜Tā xiào qǐlái hěn kě'ài.｜Zhè zhī xiǎomāo fēicháng kě'ài.｜Nàge háizi chuān de hěn kě'ài.,This child is very cute.｜Your dog is really cute.｜She looks cute when she smiles.｜This kitten is very cute.｜That child is dressed very cutely.,ဒီကလေးလေးက အရမ်းချစ်စရာကောင်းတယ်။｜မင်းရဲ့ခွေးလေးက တကယ်ချစ်စရာကောင်းတယ်။｜သူမ ပြုံးလိုက်ရင် ချစ်စရာကောင်းတယ်။｜ဒီကြောင်လေးက အရမ်းချစ်စရာကောင်းတယ်။｜အဲ့ဒီကလေးက အဝတ်အစားဝတ်ထားတာ ချစ်စရာကောင်းတယ်။,可爱的小孩 (kě'ài de xiǎohái) — ချစ်စရာကလေး｜可爱的小狗 (kě'ài de xiǎogǒu) — ချစ်စရာခွေးလေး｜可爱极了 (kě'ài jí le) — အရမ်းချစ်စရာကောင်းသည်｜可爱的孩子 (kě'ài de háizi) — ချစ်စရာကလေး｜可爱的小猫 (kě'ài de xiǎomāo) — ချစ်စရာကြောင်လေး
819,2,可能,kěnéng,Probably,ဖြစ်နိုင်သည်,明天可能下雨。｜他可能不会来。｜这件事可能是真的。｜我可能要晚一点到。｜你可能已经见过他。,Míngtiān kěnéng xiàyǔ.｜Tā kěnéng bú huì lái.｜Zhè jiàn shì kěnéng shì zhēn de.｜Wǒ kěnéng yào wǎn yìdiǎn dào.｜Nǐ kěnéng yǐjīng jiàn guo tā.,It may rain tomorrow.｜He may not come.｜This may be true.｜I may arrive a little late.｜You may have seen him before.,မနက်ဖြန် မိုးရွာနိုင်တယ်။｜သူ လာချင်မှလာမယ်။｜ဒီကိစ္စက အမှန်ဖြစ်နိုင်တယ်။｜ကျွန်တော် နည်းနည်းနောက်ကျမှ ရောက်နိုင်တယ်။｜မင်း သူ့ကို အရင်က တွေ့ဖူးနိုင်တယ်။,也许 (yěxǔ) — ဖြစ်နိုင်သည်｜可能性 (kěnéngxìng) — ဖြစ်နိုင်ခြေ｜有可能 (yǒu kěnéng) — ဖြစ်နိုင်သည်｜不可能 (bù kěnéng) — မဖြစ်နိုင်｜可能会 (kěnéng huì) — ဖြစ်နိုင်သည်
820,2,可怕,kěpà,dreadful,ကြောက်စရာကောင်းသည်,晚上一个人走路很可怕。｜这部电影有点可怕。｜那个声音听起来很可怕。｜下雨天的路很可怕。｜我觉得这个故事很可怕。,Wǎnshang yí ge rén zǒulù hěn kěpà.｜Zhè bù diànyǐng yǒudiǎn kěpà.｜Nàge shēngyīn tīng qǐlái hěn kěpà.｜Xiàyǔ tiān de lù hěn kěpà.｜Wǒ juéde zhège gùshi hěn kěpà.,Walking alone at night is scary.｜This movie is a little scary.｜That sound sounds scary.｜The road is scary on rainy days.｜I think this story is scary.,ညဘက် တစ်ယောက်တည်း လမ်းလျှောက်တာ ကြောက်စရာကောင်းတယ်။｜ဒီရုပ်ရှင်က နည်းနည်းကြောက်စရာကောင်းတယ်။｜အဲ့ဒီအသံက ကြောက်စရာကောင်းတယ်။｜မိုးရွာတဲ့နေ့မှာ လမ်းက ကြောက်စရာကောင်းတယ်။｜ဒီဇာတ်လမ်းက ကြောက်စရာကောင်းတယ်လို့ ထင်တယ်။,害怕 (hàipà) — ကြောက်သည်｜恐怖 (kǒngbù) — ကြောက်စရာ｜可怕的故事 (kěpà de gùshi) — ကြောက်စရာဇာတ်လမ်း｜可怕的声音 (kěpà de shēngyīn) — ကြောက်စရာအသံ｜不可怕 (bù kěpà) — မကြောက်စရာ
821,2,可是,kěshì,however,ဒါပေမယ့်,我很累，可是我还要学习。｜天气很冷，可是他没有穿外套。｜他很忙，可是还是来了。｜我喜欢这件衣服，可是太贵了。｜今天下雨，可是我们还是出去了。,"Wǒ hěn lèi, kěshì wǒ hái yào xuéxí.｜Tiānqì hěn lěng, kěshì tā méiyǒu chuān wàitào.｜Tā hěn máng, kěshì háishì lái le.｜Wǒ xǐhuan zhè jiàn yīfu, kěshì tài guì le.｜Jīntiān xiàyǔ, kěshì wǒmen háishì chūqù le.","I am tired, but I still have to study.｜The weather is cold, but he didn't wear a coat.｜He is busy, but he still came.｜I like these clothes, but they are too expensive.｜It is raining today, but we still went out.",ကျွန်တော် အရမ်းပင်ပန်းတယ်၊ ဒါပေမယ့် စာဆက်လေ့လာရမယ်။｜ရာသီဥတုက အေးတယ်၊ ဒါပေမယ့် သူ အင်္ကျီမဝတ်ထားဘူး။｜သူ အလုပ်များတယ်၊ ဒါပေမယ့် လာခဲ့တယ်။｜ဒီအဝတ်အစားကို ကြိုက်တယ်၊ ဒါပေမယ့် ဈေးအရမ်းကြီးတယ်။｜ဒီနေ့ မိုးရွာတယ်၊ ဒါပေမယ့် ကျွန်တော်တို့ အပြင်ထွက်ခဲ့တယ်။,但是 (dànshì) — ဒါပေမယ့်｜不过 (búguò) — သို့သော်｜可是 (kěshì) — ဒါပေမယ့်｜然而 (rán'ér) — သို့သော်လည်း｜虽然 (suīrán) — ...ပေမယ့်
822,2,可以,kěyǐ,Sure,လုပ်နိုင်သည်၊ ရနိုင်သည်,你可以坐这里。｜我可以帮助你。｜明天可以去吗？｜这里可以拍照。｜你可以再说一遍吗？,Nǐ kěyǐ zuò zhèlǐ.｜Wǒ kěyǐ bāngzhù nǐ.｜Míngtiān kěyǐ qù ma?｜Zhèlǐ kěyǐ pāizhào.｜Nǐ kěyǐ zài shuō yí biàn ma?,You can sit here.｜I can help you.｜Can we go tomorrow?｜You can take photos here.｜Could you say it again?,ဒီမှာ ထိုင်လို့ရတယ်။｜ကျွန်တော် မင်းကို ကူညီပေးနိုင်တယ်။｜မနက်ဖြန် သွားလို့ရလား။｜ဒီမှာ ဓာတ်ပုံရိုက်လို့ရတယ်။｜ထပ်ပြောပေးလို့ရမလား။,能 (néng) — လုပ်နိုင်သည်｜可以吗 (kěyǐ ma) — ရပါသလား｜不可以 (bù kěyǐ) — မရ｜可以用 (kěyǐ yòng) — သုံးလို့ရသည်｜可以去 (kěyǐ qù) — သွားလို့ရသည်
823,2,克,kè,gram,ဂရမ်,苹果有五百克。｜我要买一千克米。｜这个包有两千克。｜这本书不到一千克。｜请给我五百克水果。,Píngguǒ yǒu wǔbǎi kè.｜Wǒ yào mǎi yì qiānkè mǐ.｜Zhège bāo yǒu liǎng qiānkè.｜Zhè běn shū bú dào yì qiānkè.｜Qǐng gěi wǒ wǔbǎi kè shuǐguǒ.,The apple weighs 500 grams.｜I want to buy one kilogram of rice.｜This bag weighs two kilograms.｜This book weighs less than one kilogram.｜Please give me 500 grams of fruit.,ပန်းသီးက ၅၀၀ ဂရမ်လေးတယ်။｜ဆန်တစ်ကီလိုဂရမ် ဝယ်ချင်တယ်။｜ဒီအိတ်က နှစ်ကီလိုဂရမ်လေးတယ်။｜ဒီစာအုပ်က တစ်ကီလိုဂရမ်မပြည့်ဘူး။｜သစ်သီး ၅၀၀ ဂရမ်ပေးပါ။,千克 (qiānkè) — ကီလိုဂရမ်｜公斤 (gōngjīn) — ကီလိုဂရမ်｜克重 (kèzhòng) — ဂရမ်အလေးချိန်｜五百克 (wǔbǎi kè) — ၅၀၀ ဂရမ်｜一克 (yì kè) — ၁ ဂရမ်
824,2,刻（量）,kè,a quarter (of an hour),၁၅ မိနစ်ခန့်,我们等一刻钟。｜请给我一刻钟。｜电影十点一刻开始。｜我休息了一刻钟。｜他过了一刻钟才回来。,Wǒmen děng yí kèzhōng.｜Qǐng gěi wǒ yí kèzhōng.｜Diànyǐng shí diǎn yí kè kāishǐ.｜Wǒ xiūxi le yí kèzhōng.｜Tā guò le yí kèzhōng cái huílái.,Let's wait for fifteen minutes.｜Please give me fifteen minutes.｜The movie starts at 10:15.｜I rested for fifteen minutes.｜He came back after fifteen minutes.,၁၅ မိနစ်လောက် စောင့်ရအောင်။｜၁၅ မိနစ်လောက် အချိန်ပေးပါ။｜ရုပ်ရှင်က ၁၀ နာရီ ၁၅ မိနစ်မှာ စတယ်။｜ကျွန်တော် ၁၅ မိနစ်လောက် အနားယူခဲ့တယ်။｜၁၅ မိနစ်ကြာပြီးမှ သူပြန်လာတယ်။,一刻钟 (yí kèzhōng) — ၁၅ မိနစ်｜时刻 (shíkè) — အချိန်ကာလ｜此刻 (cǐkè) — ယခုအချိန်｜刻钟 (kèzhōng) — ၁၅ မိနစ်｜一刻 (yí kè) — ခဏ/၁၅ မိနစ်
825,2,客人,kèrén,Guest,ဧည့်သည်,今天家里来了客人。｜客人已经到了。｜请欢迎客人。｜客人坐在客厅里。｜我们给客人准备了茶。,Jīntiān jiā lǐ lái le kèrén.｜Kèrén yǐjīng dào le.｜Qǐng huānyíng kèrén.｜Kèrén zuò zài kètīng lǐ.｜Wǒmen gěi kèrén zhǔnbèi le chá.,Guests came to our home today.｜The guest has arrived.｜Please welcome the guests.｜The guest is sitting in the living room.｜We prepared tea for the guest.,ဒီနေ့ အိမ်ကို ဧည့်သည်လာတယ်။｜ဧည့်သည်ရောက်နေပြီ။｜ဧည့်သည်ကို ကြိုဆိုပေးပါ။｜ဧည့်သည်က ဧည့်ခန်းထဲမှာ ထိုင်နေတယ်။｜ကျွန်တော်တို့ ဧည့်သည်အတွက် လက်ဖက်ရည်ပြင်ပေးခဲ့တယ်။,客厅 (kètīng) — ဧည့်ခန်း｜客人们 (kèrénmen) — ဧည့်သည်များ｜客气 (kèqi) — အားနာသည်｜客房 (kèfáng) — ဧည့်ခန်း/ဧည့်သည်အခန်း｜来客 (láikè) — ဧည့်သည်လာသည်
826,2,课堂,kè táng,classroom,စာသင်ချိန်၊ စာသင်ခန်း,老师正在课堂上讲课。｜课堂上不能说话。｜学生们认真听课。｜我们的课堂很有趣。｜老师走进了课堂。,Lǎoshī zhèngzài zài kètáng shàng jiǎngkè.｜Kètáng shàng bù néng shuōhuà.｜Xuéshengmen rènzhēn tīngkè.｜Wǒmen de kètáng hěn yǒuqù.｜Lǎoshī zǒu jìn le kètáng.,The teacher is teaching in class.｜You cannot talk in class.｜The students listen carefully in class.｜Our class is interesting.｜The teacher walked into the classroom.,ဆရာက စာသင်ချိန်မှာ စာသင်နေတယ်။｜စာသင်ချိန်မှာ စကားမပြောရဘူး။｜ကျောင်းသားတွေ စာသင်ချိန်မှာ သေချာနားထောင်ကြတယ်။｜ကျွန်တော်တို့ရဲ့ စာသင်ချိန်က စိတ်ဝင်စားဖို့ကောင်းတယ်။｜ဆရာက စာသင်ခန်းထဲ ဝင်လာတယ်။,上课 (shàngkè) — စာသင်သည်｜下课 (xiàkè) — စာသင်ချိန်ပြီးသည်｜课堂上 (kètáng shàng) — စာသင်ချိန်တွင်｜课堂活动 (kètáng huódòng) — စာသင်ချိန်လှုပ်ရှားမှု｜课堂纪律 (kètáng jìlǜ) — စာသင်ခန်းစည်းကမ်း
827,2,空气,kōngqì,atmosphere,လေ,今天的空气很好。｜这里的空气很新鲜。｜请打开窗户，让空气进来。｜城市里的空气不太好。｜我喜欢山里的新鲜空气。,"Jīntiān de kōngqì hěn hǎo.｜Zhèlǐ de kōngqì hěn xīnxiān.｜Qǐng dǎkāi chuānghu, ràng kōngqì jìnlái.｜Chéngshì lǐ de kōngqì bú tài hǎo.｜Wǒ xǐhuan shān lǐ de xīnxiān kōngqì.",The air is good today.｜The air here is fresh.｜Please open the window and let the air in.｜The air in the city is not very good.｜I like the fresh air in the mountains.,ဒီနေ့ လေထုက ကောင်းတယ်။｜ဒီနေရာက လေထုက လတ်ဆတ်တယ်။｜ပြတင်းပေါက်ဖွင့်ပြီး လေဝင်လာအောင်လုပ်ပါ။｜မြို့ထဲက လေထုက သိပ်မကောင်းဘူး။｜ကျွန်တော် တောင်ပေါ်က လတ်ဆတ်တဲ့လေကို ကြိုက်တယ်။,新鲜空气 (xīnxiān kōngqì) — လတ်ဆတ်သောလေ｜空气污染 (kōngqì wūrǎn) — လေထုညစ်ညမ်းမှု｜空气质量 (kōngqì zhìliàng) — လေထုအရည်အသွေး｜空气清新 (kōngqì qīngxīn) — လေထုလတ်ဆတ်သည်｜呼吸空气 (hūxī kōngqì) — လေရှူသည်
828,2,哭,kū,cry,ငိုသည်,她听到这个消息哭了。｜孩子因为害怕哭了。｜不要哭。｜她一个人在房间里哭。｜他难过得哭了。,Tā tīngdào zhège xiāoxi kū le.｜Háizi yīnwèi hàipà kū le.｜Bú yào kū.｜Tā yí ge rén zài fángjiān lǐ kū.｜Tā nánguò de kū le.,She cried when she heard the news.｜The child cried because he was scared.｜Don't cry.｜She cried alone in the room.｜He cried because he was sad.,သူမ ဒီသတင်းကြားပြီး ငိုခဲ့တယ်။｜ကလေးက ကြောက်လို့ ငိုတယ်။｜မငိုနဲ့။｜သူမ အခန်းထဲမှာ တစ်ယောက်တည်း ငိုနေတယ်။｜သူ ဝမ်းနည်းလို့ ငိုခဲ့တယ်။,哭泣 (kūqì) — ငိုသည်｜大哭 (dàkū) — အော်ငိုသည်｜哭声 (kūshēng) — ငိုသံ｜哭起来 (kū qǐlái) — ငိုလာသည်｜笑哭 (xiào kū) — ရယ်ရင်းငိုသည်
829,2,快餐,kuài cān,fast food,အမြန်အစားအစာ,我中午喜欢吃快餐。｜这家店卖很多快餐。｜快餐虽然方便，但是不能常吃。｜我们去买快餐吧。｜附近有一家快餐店。,"Wǒ zhōngwǔ xǐhuan chī kuàicān.｜Zhè jiā diàn mài hěn duō kuàicān.｜Kuàicān suīrán fāngbiàn, dànshì bù néng cháng chī.｜Wǒmen qù mǎi kuàicān ba.｜Fùjìn yǒu yì jiā kuàicān diàn.","I like eating fast food at noon.｜This shop sells a lot of fast food.｜Although fast food is convenient, we shouldn't eat it often.｜Let's go buy some fast food.｜There is a fast-food restaurant nearby.",ကျွန်တော် နေ့လယ်မှာ အမြန်အစားအစာ စားရတာကြိုက်တယ်။｜ဒီဆိုင်မှာ အမြန်အစားအစာ အမျိုးမျိုးရတယ်။｜အမြန်အစားအစာက အဆင်ပြေပေမယ့် မကြာခဏမစားသင့်ဘူး။｜အမြန်အစားအစာ သွားဝယ်ရအောင်။｜အနီးအနားမှာ အမြန်အစားအစာဆိုင်တစ်ဆိုင်ရှိတယ်။,快餐店 (kuàicān diàn) — အမြန်အစားအစာဆိုင်｜快餐食品 (kuàicān shípǐn) — အမြန်အစားအစာ｜快餐店员 (kuàicān diànyuán) — အမြန်အစားအစာဆိုင်ဝန်ထမ်း｜方便食品 (fāngbiàn shípǐn) — အဆင်ပြေအစားအစာ｜中式快餐 (zhōngshì kuàicān) — တရုတ်စတိုင်အမြန်အစားအစာ
830,2,快点儿,kuài diǎnr,hurry up,မြန်မြန်၊ မြန်မြန်လုပ်,快点儿，我们要迟到了。｜你快点儿吃饭。｜快点儿过来！｜请快点儿做完。｜快点儿回家吧。,"Kuài diǎnr, wǒmen yào chídào le.｜Nǐ kuài diǎnr chīfàn.｜Kuài diǎnr guòlái!｜Qǐng kuài diǎnr zuò wán.｜Kuài diǎnr huí jiā ba.","Hurry up, we're going to be late.｜Eat quickly.｜Come over quickly!｜Please finish it quickly.｜Go home quickly.",မြန်မြန်လုပ်၊ မဟုတ်ရင် နောက်ကျတော့မယ်။｜မြန်မြန်စား။｜မြန်မြန်လာခဲ့။｜ကျေးဇူးပြုပြီး မြန်မြန်လုပ်ပြီးအောင်လုပ်ပါ။｜မြန်မြန်အိမ်ပြန်ပါ။,快快 (kuài kuài) — မြန်မြန်｜快走 (kuài zǒu) — မြန်မြန်သွား｜快来 (kuài lái) — မြန်မြန်လာ｜快点 (kuài diǎn) — မြန်မြန်လုပ်｜赶快 (gǎnkuài) — အမြန်
